# Weather station Los Angeles (airport), USA, WMO_ID=72295,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72295&lang=en
#
"Local time in Los Angeles (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.01.2019 04:00";"15.6";"760.3";"764.5";"";"96";"Wind blowing from the south-southeast";"5";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"13.9";"16.1";"";"";"100-200";"";"";"4.8";"15.0";"2.0";"6";"";"";"";"";
"16.01.2019 22:00";"16.1";"762.4";"766.4";"";"97";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"16.1";"";"";"200-300";"";"";"14.0";"15.6";"15.0";"6";"";"";"";"";
"16.01.2019 16:00";"15.0";"761.4";"765.5";"";"96";"Wind blowing from the east-southeast";"5";"";"";"100%.";"Mist. ";"";"";"11.7";"15.6";"";"";"100-200";"";"";"2.8";"14.4";"1.0";"6";"";"";"";"";
"16.01.2019 10:00";"15.0";"762.6";"766.8";"";"93";"Wind blowing from the east";"6";"";"";"100%.";"Mist. ";"";"";"12.2";"15.0";"";"";"100-200";"";"";"3.2";"13.9";"0.3";"6";"";"";"";"";
"16.01.2019 04:00";"12.2";"760.9";"765.0";"";"97";"Wind blowing from the east-northeast";"4";"";"";"70 – 80%.";" ";"";"";"11.1";"";"";"";"100-200";"";"";"14.0";"11.7";"1.0";"6";"";"";"";"";
"15.01.2019 22:00";"11.7";"760.1";"764.0";"1.8";"93";"Wind blowing from the east-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"10.0";"12.2";"";"";"200-300";"";"";"4.8";"10.6";"12.0";"6";"";"";"";"";
"15.01.2019 19:00";"12.2";"758.3";"762.5";"";"87";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"10.0";"15.0";"";"";"600-1000";"";"";"14.0";"10.0";"4.0";"6";"";"";"";"";
"15.01.2019 16:00";"12.2";"758.3";"762.5";"-0.8";"87";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"10.0";"15.0";"";"";"600-1000";"";"";"14.0";"10.0";"4.0";"6";"";"";"";"";
"15.01.2019 13:00";"13.3";"759.1";"763.3";"";"81";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"10.0";"13.3";"";"";"1000-1500";"";"";"14.0";"10.0";"0.3";"6";"";"";"";"";
"15.01.2019 10:00";"13.3";"759.1";"763.3";"1.0";"81";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"10.0";"13.3";"";"";"1000-1500";"";"";"14.0";"10.0";"0.3";"6";"";"";"";"";
"15.01.2019 07:00";"10.6";"758.1";"762.1";"";"92";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"10.0";"13.9";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"15.01.2019 04:00";"10.6";"758.1";"762.1";"";"92";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"10.0";"13.9";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"15.01.2019 01:00";"11.7";"758.3";"762.4";"";"89";"Wind blowing from the north-east";"3";"16";"";"70 – 80%.";" ";"";"";"11.1";"13.9";"";"";"300-600";"";"";"16.0";"10.0";"2.0";"6";"";"";"";"";
"14.01.2019 22:00";"11.7";"758.3";"762.4";"1.5";"89";"Wind blowing from the north-east";"3";"8";"";"70 – 80%.";" ";"";"";"11.1";"13.9";"";"";"300-600";"";"";"16.0";"10.0";"2.0";"6";"";"";"";"";
"14.01.2019 19:00";"11.7";"756.8";"760.9";"";"93";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"";"";"";"200-300";"";"";"9.0";"10.6";"16.0";"6";"";"";"";"";
"14.01.2019 16:00";"11.7";"756.8";"760.9";"";"93";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"";"";"";"200-300";"";"";"9.0";"10.6";"16.0";"6";"";"";"";"";
"14.01.2019 10:00";"11.7";"757.8";"761.8";"";"86";"Wind blowing from the north-east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"13.9";"";"";"1000-1500";"";"";"11.0";"9.4";"10.0";"6";"";"";"";"";
"14.01.2019 07:00";"12.2";"757.3";"761.3";"";"64";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"11.1";"16.1";"";"";"1500-2000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"14.01.2019 04:00";"12.2";"757.3";"761.3";"";"64";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"11.1";"16.1";"";"";"1500-2000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"14.01.2019 01:00";"13.3";"758.8";"763.0";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"13.01.2019 22:00";"13.3";"758.8";"763.0";"0.0";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"13.01.2019 19:00";"15.0";"758.8";"763.0";"";"67";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"8.9";"16.1";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"13.01.2019 16:00";"15.0";"758.8";"763.0";"-1.5";"67";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"8.9";"16.1";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"13.01.2019 13:00";"13.3";"760.3";"764.3";"";"65";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"7.8";"13.3";"";"";"300-600";"";"";"16.0";"6.7";"";"";"";"";"";"";
"13.01.2019 10:00";"13.3";"760.3";"764.3";"0.9";"65";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"7.8";"13.3";"";"";"300-600";"";"";"16.0";"6.7";"";"";"";"";"";"";
"13.01.2019 07:00";"8.9";"759.4";"763.4";"";"86";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"8.9";"16.1";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"13.01.2019 04:00";"8.9";"759.4";"763.4";"";"86";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"8.9";"16.1";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"13.01.2019 01:00";"13.3";"759.6";"763.6";"";"84";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"11.1";"15.0";"";"";"300-600";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"12.01.2019 22:00";"13.3";"759.6";"763.6";"";"84";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"11.1";"15.0";"";"";"300-600";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"12.01.2019 16:00";"15.0";"758.1";"762.3";"-1.3";"75";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"16.1";"";"";"600-1000";"";"";"16.0";"10.6";"4.0";"6";"";"";"";"";
"12.01.2019 13:00";"11.1";"759.4";"763.6";"";"93";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"";"";"11.1";"";"";"";"600-1000";"";"";"4.0";"10.0";"5.0";"6";"";"";"";"";
"12.01.2019 10:00";"11.1";"759.4";"763.6";"1.8";"93";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"";"";"11.1";"13.3";"";"";"600-1000";"";"";"4.0";"10.0";"5.0";"6";"";"";"";"";
"12.01.2019 07:00";"11.7";"757.6";"761.5";"";"93";"Wind blowing from the north-east";"6";"15";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"";"";"";"600-1000";"";"";"12.0";"10.6";"15.0";"6";"";"";"";"";
"12.01.2019 04:00";"11.7";"757.6";"761.5";"";"93";"Wind blowing from the north-east";"6";"8";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"18.3";"";"";"600-1000";"";"";"12.0";"10.6";"15.0";"6";"";"";"";"";
"11.01.2019 22:00";"12.8";"757.6";"761.6";"";"87";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"15.0";"";"";"600-1000";"";"";"14.0";"10.6";"";"";"";"";"";"";
"11.01.2019 16:00";"15.0";"758.1";"762.1";"";"75";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"18.3";"";"";"300-600";"";"";"12.0";"10.6";"";"";"";"";"";"";
"11.01.2019 10:00";"12.8";"761.4";"765.4";"2.0";"87";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"";"";"10.6";"14.4";"";"";"300-600";"";"";"4.0";"10.6";"";"";"";"";"";"";
"11.01.2019 07:00";"12.2";"759.4";"763.5";"";"90";"Wind blowing from the east";"3";"";"";"100%.";"Mist. ";"";"";"12.2";"16.1";"";"";"300-600";"";"";"9.0";"10.6";"";"";"";"";"";"";
"11.01.2019 04:00";"12.2";"759.4";"763.5";"";"90";"Wind blowing from the east";"3";"";"";"100%.";"Mist. ";"";"";"12.2";"16.1";"";"";"300-600";"";"";"9.0";"10.6";"";"";"";"";"";"";
"11.01.2019 01:00";"13.9";"761.1";"765.2";"";"83";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"15.6";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.01.2019 22:00";"13.9";"761.1";"765.2";"";"83";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.01.2019 19:00";"14.4";"760.3";"764.4";"";"81";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"10.0";"16.1";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.01.2019 16:00";"14.4";"760.3";"764.4";"";"81";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"10.0";"16.1";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.01.2019 10:00";"13.9";"762.1";"766.3";"1.5";"78";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"10.0";"15.6";"";"";"200-300";"";"";"11.0";"10.0";"";"";"";"";"";"";
"10.01.2019 07:00";"11.1";"760.6";"764.7";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.0";"17.2";"";"";"200-300";"";"";"14.0";"10.0";"";"";"";"";"";"";
"10.01.2019 04:00";"11.1";"760.6";"764.7";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.0";"17.2";"";"";"200-300";"";"";"14.0";"10.0";"";"";"";"";"";"";
"09.01.2019 22:00";"15.6";"760.6";"764.8";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"09.01.2019 19:00";"15.0";"760.3";"764.5";"";"83";"Wind blowing from the west";"9";"";"";"50%.";" ";"";"";"10.6";"17.2";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"09.01.2019 16:00";"15.0";"760.3";"764.5";"-1.8";"83";"Wind blowing from the west";"9";"";"";"50%.";" ";"";"";"10.6";"17.2";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"09.01.2019 13:00";"15.6";"762.1";"766.3";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"8.9";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"09.01.2019 10:00";"15.6";"762.1";"766.3";"1.0";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"8.9";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"09.01.2019 07:00";"10.6";"761.1";"765.2";"";"83";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"10.6";"21.7";"";"";"200-300";"";"";"16.0";"7.8";"";"";"";"";"";"";
"09.01.2019 04:00";"10.6";"761.1";"765.2";"";"83";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"10.6";"21.7";"";"";"200-300";"";"";"16.0";"7.8";"";"";"";"";"";"";
"09.01.2019 01:00";"15.0";"761.1";"765.2";"";"87";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"16.7";"";"";"100-200";"";"";"16.0";"12.8";"";"";"";"";"";"";
"08.01.2019 22:00";"15.0";"761.1";"765.2";"1.5";"87";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"10.6";"16.7";"";"";"100-200";"";"";"16.0";"12.8";"";"";"";"";"";"";
"08.01.2019 19:00";"16.7";"759.6";"763.6";"";"73";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"08.01.2019 16:00";"16.7";"759.6";"763.6";"";"73";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"08.01.2019 10:00";"17.8";"761.1";"765.3";"0.2";"54";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"17.8";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"08.01.2019 09:00";"17.8";"761.1";"765.3";"";"54";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"17.8";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"08.01.2019 07:00";"11.1";"760.9";"765.0";"";"89";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"10.6";"15.6";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"08.01.2019 04:00";"11.1";"760.9";"765.0";"-1.7";"89";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"10.6";"15.6";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"08.01.2019 03:00";"11.1";"760.9";"765.0";"";"89";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"10.6";"15.6";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"08.01.2019 01:00";"13.9";"762.6";"766.7";"";"83";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"10.6";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"07.01.2019 22:00";"13.9";"762.6";"766.7";"-0.3";"83";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"10.6";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"07.01.2019 21:00";"13.9";"762.6";"766.7";"";"83";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"10.6";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"07.01.2019 19:00";"15.0";"762.9";"767.1";"";"75";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"15.0";"";"";"1000-1500";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"07.01.2019 16:00";"15.0";"762.9";"767.1";"-1.7";"75";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"15.0";"";"";"1000-1500";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"07.01.2019 15:00";"15.0";"762.9";"767.1";"";"75";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"15.0";"";"";"1000-1500";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"07.01.2019 13:00";"12.2";"764.6";"768.8";"";"90";"Wind blowing from the east";"6";"";"";"100%.";"Mist. ";"";"";"10.6";"13.9";"";"";"200-300";"";"";"8.0";"10.6";"3.0";"6";"";"";"";"";
"07.01.2019 10:00";"12.2";"764.6";"768.8";"";"90";"Wind blowing from the east";"6";"";"";"100%.";"Mist. ";"";"";"10.6";"13.9";"";"";"200-300";"";"";"8.0";"10.6";"3.0";"6";"";"";"";"";
"07.01.2019 09:00";"12.2";"764.6";"768.8";"";"90";"Wind blowing from the east";"6";"";"";"100%.";"Mist. ";"";"";"10.6";"13.9";"";"";"200-300";"";"";"8.0";"10.6";"3.0";"6";"";"";"";"";
"07.01.2019 07:00";"11.1";"763.1";"767.1";"";"93";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.6";"15.0";"";"";"200-300";"";"";"3.2";"10.0";"2.0";"6";"";"";"";"";
"07.01.2019 04:00";"11.1";"763.1";"767.1";"-0.3";"93";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.6";"15.0";"";"";"200-300";"";"";"3.2";"10.0";"2.0";"6";"";"";"";"";
"07.01.2019 03:00";"11.1";"763.1";"767.1";"";"93";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.6";"15.0";"";"";"200-300";"";"";"3.2";"10.0";"2.0";"6";"";"";"";"";
"07.01.2019 01:00";"13.3";"763.4";"767.5";"";"72";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"14.4";"";"";"1000-1500";"";"";"16.0";"8.3";"";"";"";"";"";"";
"06.01.2019 22:00";"13.3";"763.4";"767.5";"2.5";"72";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"14.4";"";"";"1000-1500";"";"";"16.0";"8.3";"";"";"";"";"";"";
"06.01.2019 21:00";"13.3";"763.4";"767.5";"";"72";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"14.4";"";"";"1000-1500";"";"";"16.0";"8.3";"";"";"";"";"";"";
"06.01.2019 19:00";"14.4";"760.9";"764.9";"";"62";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"10.0";"15.0";"";"";"600-1000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"06.01.2019 16:00";"14.4";"760.9";"764.9";"-0.5";"62";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"10.0";"15.0";"";"";"600-1000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"06.01.2019 15:00";"14.4";"760.9";"764.9";"";"62";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"10.0";"15.0";"";"";"600-1000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"06.01.2019 13:00";"14.4";"761.4";"765.4";"";"70";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"14.4";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"06.01.2019 10:00";"14.4";"761.4";"765.4";"3.3";"70";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"14.4";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"06.01.2019 09:00";"14.4";"761.4";"765.4";"";"70";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"14.4";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"06.01.2019 07:00";"10.6";"758.1";"762.1";"";"86";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"10.0";"";"";"";"600-1000";"";"";"16.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"06.01.2019 04:00";"10.6";"758.1";"762.1";"";"86";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"10.0";"14.4";"";"";"600-1000";"";"";"16.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"06.01.2019 03:00";"10.6";"758.1";"762.1";"";"86";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"10.0";"14.4";"";"";"600-1000";"";"";"16.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"05.01.2019 22:00";"10.0";"757.3";"761.3";"";"89";"Wind blowing from the east-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.9";"13.9";"";"";"1000-1500";"";"";"16.0";"8.3";"14.0";"6";"";"";"";"";
"05.01.2019 21:00";"10.0";"757.3";"761.3";"";"89";"Wind blowing from the east-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.9";"13.9";"";"";"1000-1500";"";"";"16.0";"8.3";"14.0";"6";"";"";"";"";
"05.01.2019 16:00";"13.9";"756.8";"761.0";"";"81";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"8.9";"14.4";"";"";"600-1000";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"05.01.2019 10:00";"12.8";"758.6";"762.7";"";"57";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"9.4";"13.3";"";"";"600-1000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"05.01.2019 04:00";"10.0";"756.1";"760.0";"";"68";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"8.9";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"04.01.2019 22:00";"12.8";"757.3";"761.5";"";"69";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"7.8";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"04.01.2019 16:00";"15.6";"757.3";"761.6";"";"36";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"7.8";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"04.01.2019 10:00";"13.9";"759.6";"763.8";"";"30";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"6.7";"13.9";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"04.01.2019 04:00";"8.3";"759.1";"763.0";"";"52";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"7.8";"18.9";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"03.01.2019 22:00";"13.3";"760.9";"765.0";"";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"7.8";"16.1";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"03.01.2019 16:00";"16.1";"760.1";"764.3";"";"38";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"7.8";"18.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"03.01.2019 10:00";"15.6";"763.6";"767.7";"";"19";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"7.2";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"03.01.2019 04:00";"8.9";"762.9";"766.8";"";"37";"";"2";"";"";"no clouds";" ";"";"";"7.8";"16.1";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"02.01.2019 22:00";"10.6";"763.6";"767.8";"";"43";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"6.1";"14.4";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"02.01.2019 16:00";"14.4";"762.1";"766.4";"";"35";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"6.1";"16.1";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"02.01.2019 10:00";"12.8";"763.6";"767.8";"";"20";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"3.9";"12.8";"";"";"";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"02.01.2019 04:00";"7.2";"761.4";"765.4";"";"25";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"6.1";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-11.7";"";"";"";"";"";"";
"01.01.2019 22:00";"10.6";"761.6";"765.7";"";"19";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"5.0";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"01.01.2019 16:00";"16.1";"759.8";"764.1";"";"9";"Wind blowing from the north-northwest";"5";"10";"";"20–30%.";" ";"";"";"5.0";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-17.2";"";"";"";"";"";"";
"01.01.2019 10:00";"12.2";"762.4";"766.4";"";"17";"Wind blowing from the south-southeast";"4";"8";"";"no clouds";" ";"";"";"5.0";"13.9";"";"";"";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"01.01.2019 04:00";"6.1";"758.1";"762.1";"";"37";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"5.0";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"31.12.2018 22:00";"12.2";"756.6";"760.6";"";"17";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";" ";"";"";"9.4";"15.6";"";"";"1500-2000";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"31.12.2018 16:00";"15.6";"753.5";"757.6";"";"56";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"9.4";"17.8";"";"";"1500-2000";"";"";"16.0";"6.7";"";"";"";"";"";"";
"31.12.2018 10:00";"15.6";"755.3";"759.4";"";"60";"";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"15.6";"";"";"1000-1500";"";"";"16.0";"7.8";"";"";"";"";"";"";
"31.12.2018 04:00";"9.4";"755.3";"759.3";"";"80";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"8.9";"17.2";"";"";"600-1000";"";"";"16.0";"6.1";"";"";"";"";"";"";
"30.12.2018 22:00";"11.7";"756.8";"760.9";"";"80";"Wind blowing from the east-northeast";"3";"";"";"20–30%.";" ";"";"";"6.7";"15.6";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"30.12.2018 16:00";"15.6";"756.8";"760.9";"";"56";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"6.7";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"";"";"";"";"";"";
