# Weather station Chicago / Midway (airport), USA, WMO_ID=72534,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72534&lang=en
#
"Local time in Chicago / Midway (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.01.2019 12:00";"7.2";"738.7";"755.8";"";"86";"Wind blowing from the south";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"5.0";"1.0";"3";"";"";"";"";
"07.01.2019 09:00";"7.2";"738.7";"755.8";"-5.2";"86";"Wind blowing from the south";"8";"14";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"5.0";"1.0";"3";"";"";"";"";
"07.01.2019 08:00";"7.2";"738.7";"755.8";"";"86";"Wind blowing from the south";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"5.0";"1.0";"3";"";"";"";"";
"07.01.2019 06:00";"5.6";"743.9";"761.2";"";"73";"Wind blowing from the south-southeast";"11";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"Trace of precipitation";"3";"";"";"";"";
"07.01.2019 03:00";"5.6";"743.9";"761.2";"-4.2";"73";"Wind blowing from the south-southeast";"11";"14";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"Trace of precipitation";"3";"";"";"";"";
"07.01.2019 02:00";"5.6";"743.9";"761.2";"";"73";"Wind blowing from the south-southeast";"11";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"Trace of precipitation";"3";"";"";"";"";
"07.01.2019 00:00";"5.0";"748.1";"765.6";"";"70";"Wind blowing from the east-southeast";"7";"21";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.0";"";"";"";"";"";"";
"06.01.2019 21:00";"5.0";"748.1";"765.6";"-2.6";"70";"Wind blowing from the east-southeast";"7";"11";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.0";"";"";"";"";"";"";
"06.01.2019 20:00";"5.0";"748.1";"765.6";"";"70";"Wind blowing from the east-southeast";"7";"21";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.0";"";"";"";"";"";"";
"06.01.2019 18:00";"4.4";"750.7";"768.1";"";"65";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"06.01.2019 15:00";"4.4";"750.7";"768.1";"-0.4";"65";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"06.01.2019 14:00";"4.4";"750.7";"768.1";"";"65";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"06.01.2019 12:00";"3.9";"751.1";"768.6";"";"70";"Wind blowing from the east-northeast";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"06.01.2019 09:00";"3.9";"751.1";"768.6";"2.7";"70";"Wind blowing from the east-northeast";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"06.01.2019 08:00";"3.9";"751.1";"768.6";"";"70";"Wind blowing from the east-northeast";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"06.01.2019 06:00";"3.3";"748.4";"765.5";"";"86";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"06.01.2019 03:00";"3.3";"748.4";"765.5";"";"86";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"06.01.2019 02:00";"3.3";"748.4";"765.5";"";"86";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"05.01.2019 21:00";"6.7";"745.1";"762.7";"";"76";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"05.01.2019 20:00";"6.7";"745.1";"762.7";"";"76";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"05.01.2019 15:00";"11.7";"741.7";"758.9";"";"55";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"05.01.2019 09:00";"2.2";"741.4";"758.7";"";"82";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"05.01.2019 03:00";"0.6";"739.2";"756.4";"";"85";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"04.01.2019 21:00";"3.3";"738.4";"755.8";"";"79";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"04.01.2019 15:00";"10.0";"736.9";"754.1";"";"43";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"04.01.2019 09:00";"1.7";"740.9";"758.5";"";"76";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"04.01.2019 06:00";"0.6";"741.4";"758.9";"";"82";"Wind blowing from the south-southwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"04.01.2019 03:00";"0.6";"741.4";"758.9";"";"82";"Wind blowing from the south-southwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"03.01.2019 21:00";"1.7";"743.6";"761.2";"";"78";"Wind blowing from the south-west";"6";"11";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"03.01.2019 15:00";"4.4";"744.1";"761.7";"";"60";"Wind blowing from the south-west";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"03.01.2019 09:00";"-2.2";"746.6";"764.4";"";"81";"Wind blowing from the south-southwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"03.01.2019 03:00";"-3.3";"746.6";"764.5";"";"84";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"-5.6";"";"";"";"";"";"";
"02.01.2019 21:00";"-1.7";"746.6";"764.5";"";"72";"Wind blowing from the west";"5";"9";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"Trace of precipitation";"3";"";"";"";"";
"02.01.2019 15:00";"-0.6";"745.4";"763.2";"";"76";"Wind blowing from the west-southwest";"7";"11";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-4.4";"Trace of precipitation";"3";"";"";"";"";
"02.01.2019 09:00";"0.0";"750.1";"768.0";"";"85";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"-2.2";"Trace of precipitation";"3";"";"";"";"";
"02.01.2019 03:00";"-2.2";"751.4";"769.5";"";"88";"Wind blowing from the south-west";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"-3.9";"Trace of precipitation";"3";"";"";"";"";
"01.01.2019 21:00";"-2.2";"752.9";"770.9";"";"85";"Wind blowing from the north-northwest";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"12.0";"-4.4";"Trace of precipitation";"3";"";"";"";"";
"01.01.2019 15:00";"-1.7";"752.4";"770.2";"";"85";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"12.0";"-3.9";"Trace of precipitation";"3";"";"";"";"";
"01.01.2019 09:00";"-0.6";"751.9";"769.6";"";"85";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"01.01.2019 03:00";"1.7";"747.1";"764.6";"";"89";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"0.0";"";"";"";"";"";"";
"31.12.2018 21:00";"2.2";"739.2";"756.4";"";"93";"Wind blowing from the north-west";"4";"";"";"100%.";"Continuous fall of snowflakes, moderate at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"1.1";"0.8";"3";"";"";"";"";
"31.12.2018 15:00";"4.4";"731.9";"749.2";"";"97";"Wind blowing from the east-northeast";"7";"10";"";"100%.";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"9.0";"3.9";"4.0";"3";"";"";"";"";
"31.12.2018 09:00";"2.8";"740.4";"757.8";"";"96";"Wind blowing from the east-southeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"3.2";"2.2";"4.0";"3";"";"";"";"";
"31.12.2018 03:00";"1.7";"743.6";"761.2";"";"78";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"30.12.2018 21:00";"0.0";"744.9";"762.7";"";"82";"Wind blowing from the south-southwest";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"30.12.2018 15:00";"2.8";"745.4";"763.2";"";"57";"Wind blowing from the south-southwest";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"30.12.2018 09:00";"-5.0";"747.7";"765.7";"";"81";"Wind blowing from the south";"6";"11";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"30.12.2018 03:00";"-5.0";"749.4";"767.2";"";"74";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"29.12.2018 21:00";"-2.8";"749.4";"767.2";"";"81";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-5.6";"Trace of precipitation";"3";"";"";"";"";
"29.12.2018 15:00";"-1.1";"751.1";"769.1";"";"88";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"11.0";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"29.12.2018 09:00";"-1.1";"753.1";"771.1";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"16.0";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"29.12.2018 03:00";"-1.7";"750.4";"768.3";"";"96";"Wind blowing from the west";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"4.0";"-2.2";"0.3";"3";"";"";"";"";
"28.12.2018 21:00";"-1.1";"746.4";"764.0";"";"88";"Wind blowing from the west";"6";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"28.12.2018 15:00";"0.0";"742.2";"759.4";"";"79";"Wind blowing from the west-southwest";"12";"15";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-3.3";"Trace of precipitation";"3";"";"";"";"";
"28.12.2018 09:00";"1.1";"739.4";"756.6";"";"89";"Wind blowing from the west-southwest";"10";"17";"";"100%.";"Continuous fall of snowflakes, moderate at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"-0.6";"Trace of precipitation";"3";"";"";"";"";
"28.12.2018 03:00";"10.6";"735.9";"752.6";"";"89";"Wind blowing from the west";"7";"12";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"14.0";"8.9";"Trace of precipitation";"3";"";"";"";"";
"27.12.2018 21:00";"11.1";"735.4";"752.4";"";"97";"Wind blowing from the south";"7";"12";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"16.0";"10.6";"0.3";"3";"";"";"";"";
"27.12.2018 15:00";"9.4";"737.2";"754.2";"";"90";"Wind blowing from the south-southwest";"8";"12";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"7.8";"0.8";"3";"";"";"";"";
"27.12.2018 09:00";"4.4";"744.7";"761.8";"";"89";"Wind blowing from the south-east";"8";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"6.0";"2.8";"2.0";"3";"";"";"";"";
"27.12.2018 03:00";"5.0";"748.9";"766.2";"";"65";"Wind blowing from the south-east";"7";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-1.1";"Trace of precipitation";"3";"";"";"";"";
"26.12.2018 21:00";"6.7";"752.9";"770.4";"";"53";"Wind blowing from the south-east";"7";"10";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"26.12.2018 15:00";"8.3";"754.1";"771.9";"";"52";"Wind blowing from the east";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"26.12.2018 09:00";"1.1";"756.4";"774.1";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"26.12.2018 03:00";"-0.6";"755.4";"772.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"25.12.2018 21:00";"4.4";"753.6";"771.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"25.12.2018 15:00";"7.8";"751.9";"769.4";"";"58";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"25.12.2018 09:00";"1.7";"751.9";"769.7";"";"78";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-1.7";"Trace of precipitation";"3";"";"";"";"";
"25.12.2018 03:00";"0.0";"751.1";"769.0";"";"69";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"24.12.2018 21:00";"-1.1";"751.1";"769.0";"";"66";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"24.12.2018 15:00";"1.1";"750.7";"768.6";"";"52";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"24.12.2018 09:00";"-2.8";"751.6";"769.5";"";"63";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"24.12.2018 03:00";"-2.8";"749.9";"767.6";"";"61";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"23.12.2018 21:00";"1.7";"748.1";"765.8";"";"57";"Wind blowing from the west";"10";"17";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"23.12.2018 15:00";"3.9";"746.4";"763.9";"";"50";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"23.12.2018 09:00";"0.0";"747.9";"765.4";"";"82";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"23.12.2018 03:00";"0.0";"746.4";"764.0";"";"79";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"-3.3";"";"";"";"";"";"";
"22.12.2018 21:00";"1.7";"744.9";"762.7";"";"78";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"-1.7";"Trace of precipitation";"3";"";"";"";"";
"22.12.2018 15:00";"0.6";"743.4";"761.1";"";"72";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"22.12.2018 09:00";"-1.1";"744.1";"761.8";"";"79";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"22.12.2018 03:00";"-1.1";"741.7";"759.1";"";"79";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"21.12.2018 21:00";"0.0";"739.4";"757.0";"";"75";"Wind blowing from the north-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"21.12.2018 15:00";"0.6";"736.9";"754.3";"";"75";"Wind blowing from the north-northwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"21.12.2018 09:00";"1.1";"736.2";"753.4";"";"85";"Wind blowing from the north";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-1.1";"Trace of precipitation";"3";"";"";"";"";
"21.12.2018 03:00";"3.3";"734.7";"751.7";"";"89";"Wind blowing from the north";"8";"12";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"11.0";"1.7";"0.5";"3";"";"";"";"";
"20.12.2018 21:00";"5.0";"735.1";"752.3";"";"93";"Wind blowing from the north";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"3.2";"3.9";"0.5";"3";"";"";"";"";
"20.12.2018 15:00";"8.9";"735.7";"752.6";"";"86";"Wind blowing from the south";"3";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"6.7";"";"";"";"";"";"";
"20.12.2018 09:00";"7.2";"737.4";"754.4";"";"86";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"5.0";"Trace of precipitation";"3";"";"";"";"";
"20.12.2018 03:00";"6.1";"737.7";"754.5";"";"82";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"19.12.2018 21:00";"7.2";"738.7";"755.9";"";"74";"Wind blowing from the south-southwest";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"19.12.2018 15:00";"9.4";"739.4";"756.5";"";"66";"Wind blowing from the south";"7";"11";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"3.3";"";"";"";"";"";"";
"19.12.2018 09:00";"3.9";"742.4";"759.9";"";"67";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"19.12.2018 03:00";"1.1";"744.7";"762.0";"";"73";"Wind blowing from the south-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"18.12.2018 21:00";"2.8";"745.9";"763.5";"";"73";"Wind blowing from the south-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"18.12.2018 15:00";"5.6";"748.1";"765.8";"";"60";"Wind blowing from the south-southwest";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"18.12.2018 09:00";"-2.8";"751.4";"769.3";"";"100";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"18.12.2018 03:00";"-5.0";"751.1";"768.9";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"14.0";"-5.6";"";"";"";"";"";"";
"17.12.2018 21:00";"-2.8";"751.1";"768.9";"";"89";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"17.12.2018 15:00";"3.9";"749.9";"767.6";"";"46";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"17.12.2018 09:00";"0.6";"750.1";"767.7";"";"58";"Wind blowing from the north";"6";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"17.12.2018 03:00";"1.1";"747.7";"765.1";"";"73";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"16.12.2018 21:00";"3.3";"747.4";"765.0";"";"79";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"16.12.2018 15:00";"8.3";"746.2";"763.7";"";"52";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"16.12.2018 09:00";"-0.6";"748.1";"765.7";"";"100";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";"Mist. ";"";"";"";"";"";"";"50-100";"";"";"9.0";"-0.6";"";"";"";"";"";"";
"16.12.2018 03:00";"-0.6";"748.1";"765.7";"";"100";"Wind blowing from the north-west";"3";"";"";"50%.";"Mist. ";"";"";"";"";"";"";"50-100";"";"";"8.0";"-0.6";"";"";"";"";"";"";
"15.12.2018 21:00";"2.2";"748.4";"766.0";"";"89";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"15.12.2018 15:00";"6.7";"748.1";"765.7";"";"60";"Wind blowing from the north-east";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"15.12.2018 09:00";"4.4";"749.4";"766.9";"";"79";"Wind blowing from the east-northeast";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"15.12.2018 03:00";"0.0";"749.2";"766.6";"";"100";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"2.8";"0.0";"";"";"";"";"";"";
"14.12.2018 21:00";"2.8";"750.7";"768.2";"";"96";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"4.8";"2.2";"";"";"";"";"";"";
"14.12.2018 15:00";"5.0";"749.6";"767.0";"";"93";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"3.2";"3.9";"";"";"";"";"";"";
"14.12.2018 09:00";"5.0";"749.9";"767.3";"";"100";"Wind blowing from the north";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"50-100";"";"";"1.2";"5.0";"";"";"";"";"";"";
