# Weather station Springfield (airport), USA, WMO_ID=72440,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72440&lang=en
#
"Local time in Springfield (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.01.2019 11:00";"10.6";"733.6";"768.4";"";"48";"Wind blowing from the north-northwest";"6";"";"";"no clouds";" ";"";"";"6.1";"10.6";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"08.01.2019 09:00";"8.9";"729.2";"763.8";"";"54";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"08.01.2019 06:00";"8.9";"729.2";"763.8";"2.9";"54";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"08.01.2019 05:00";"8.9";"729.2";"763.8";"";"54";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"08.01.2019 03:00";"8.3";"726.3";"760.6";"";"66";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"6.7";"15.0";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"08.01.2019 00:00";"8.3";"726.3";"760.6";"1.5";"66";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"6.7";"15.0";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"07.01.2019 23:00";"8.3";"726.3";"760.6";"";"66";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"6.7";"15.0";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"07.01.2019 21:00";"10.0";"724.8";"759.0";"";"66";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"10.0";"18.9";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"07.01.2019 18:00";"10.0";"724.8";"759.0";"1.2";"66";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"10.0";"18.9";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"07.01.2019 17:00";"10.0";"724.8";"759.0";"";"66";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"10.0";"18.9";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"07.01.2019 15:00";"17.2";"723.6";"757.5";"";"60";"Wind blowing from the west";"10";"28";"";"70 – 80%.";" ";"";"";"14.4";"17.8";"";"";"600-1000";"";"";"16.0";"9.4";"0.3";"6";"";"";"";"";
"07.01.2019 12:00";"17.2";"723.6";"757.5";"";"60";"Wind blowing from the west";"10";"14";"";"70 – 80%.";" ";"";"";"14.4";"17.8";"";"";"600-1000";"";"";"16.0";"9.4";"0.3";"6";"";"";"";"";
"07.01.2019 11:00";"17.2";"723.6";"757.5";"";"60";"Wind blowing from the west";"10";"28";"";"70 – 80%.";" ";"";"";"14.4";"17.8";"";"";"600-1000";"";"";"16.0";"9.4";"0.3";"6";"";"";"";"";
"07.01.2019 09:00";"13.9";"721.6";"755.5";"";"83";"Wind blowing from the south";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"11.1";"0.3";"6";"";"";"";"";
"07.01.2019 06:00";"13.9";"721.6";"755.5";"-2.0";"83";"Wind blowing from the south";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"11.1";"0.3";"6";"";"";"";"";
"07.01.2019 05:00";"13.9";"721.6";"755.5";"";"83";"Wind blowing from the south";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"11.1";"0.3";"6";"";"";"";"";
"07.01.2019 03:00";"13.9";"723.6";"757.6";"";"53";"Wind blowing from the south";"7";"";"";"20–30%.";" ";"";"";"";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"07.01.2019 00:00";"13.9";"723.6";"757.6";"-0.7";"53";"Wind blowing from the south";"7";"";"";"20–30%.";" ";"";"";"";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"06.01.2019 23:00";"13.9";"723.6";"757.6";"";"53";"Wind blowing from the south";"7";"";"";"20–30%.";" ";"";"";"";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"06.01.2019 21:00";"15.6";"724.3";"758.8";"";"47";"Wind blowing from the south-southeast";"8";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.3";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"06.01.2019 18:00";"15.6";"724.3";"758.8";"-2.4";"47";"Wind blowing from the south-southeast";"8";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.3";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"06.01.2019 17:00";"15.6";"724.3";"758.8";"";"47";"Wind blowing from the south-southeast";"8";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.3";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"06.01.2019 15:00";"16.1";"726.7";"761.3";"";"44";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"5.0";"16.1";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"06.01.2019 12:00";"16.1";"726.7";"761.3";"-2.3";"44";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"5.0";"16.1";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"06.01.2019 11:00";"16.1";"726.7";"761.3";"";"44";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"5.0";"16.1";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"06.01.2019 09:00";"5.0";"729.0";"763.6";"";"73";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"06.01.2019 06:00";"5.0";"729.0";"763.6";"";"73";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"1.7";"17.8";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"06.01.2019 05:00";"5.0";"729.0";"763.6";"";"73";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"1.7";"";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"06.01.2019 00:00";"4.4";"729.2";"763.8";"";"77";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"";"";"-0.5";"8.9";"";"";"";"";"";"9.0";"0.6";"";"";"";"";"";"";
"05.01.2019 23:00";"4.4";"729.2";"763.8";"";"77";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"";"";"-0.5";"8.9";"";"";"";"";"";"9.0";"0.6";"";"";"";"";"";"";
"05.01.2019 18:00";"9.4";"728.7";"763.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-0.5";"17.8";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"05.01.2019 12:00";"14.4";"728.7";"763.3";"";"50";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"-1.7";"14.4";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"05.01.2019 06:00";"1.1";"727.3";"762.3";"";"79";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"-0.6";"11.1";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"05.01.2019 00:00";"5.6";"725.8";"760.4";"";"62";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"2.2";"6.7";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"04.01.2019 18:00";"3.9";"724.6";"759.4";"";"67";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"2.2";"11.1";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"04.01.2019 12:00";"6.1";"723.4";"758.0";"";"60";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"2.2";"6.1";"";"";"";"";"";"16.0";"-1.1";"Trace of precipitation";"6";"";"";"";"";
"04.01.2019 06:00";"2.2";"722.4";"757.1";"";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.2";"6.1";"";"";"2000-2500";"";"";"16.0";"0.6";"8.0";"6";"";"";"";"";
"04.01.2019 00:00";"3.9";"723.1";"757.9";"";"79";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"5.6";"";"";"2000-2500";"";"";"16.0";"0.6";"1.0";"6";"";"";"";"";
"03.01.2019 18:00";"6.1";"726.7";"761.8";"";"51";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"-2.1";"6.1";"";"";"300-600";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"03.01.2019 12:00";"4.4";"728.5";"763.8";"";"51";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"-2.2";"4.4";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"03.01.2019 06:00";"-1.1";"729.4";"764.8";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"-2.2";"-1.1";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"03.01.2019 00:00";"-2.2";"730.4";"766.0";"";"85";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"-2.2";"-1.1";"";"";"2000-2500";"";"";"12.0";"-4.4";"";"";"";"";"";"";
"02.01.2019 18:00";"-1.1";"730.9";"766.6";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"-2.2";"-1.1";"";"";"200-300";"";"";"14.0";"-3.3";"";"";"";"";"";"";
"02.01.2019 12:00";"-1.7";"732.9";"768.4";"";"85";"Wind blowing from the south-west";"4";"";"";"100%.";"Mist. ";"";"";"-2.8";"-1.7";"";"";"100-200";"";"";"6.0";"-3.9";"";"";"";"";"";"";
"02.01.2019 06:00";"-2.2";"733.3";"769.1";"";"92";"Wind blowing from the south-west";"2";"";"";"100%.";"Mist. ";"";"";"-2.2";"3.3";"";"";"50-100";"";"";"4.0";"-3.3";"";"";"";"";"";"";
"02.01.2019 00:00";"-2.2";"734.1";"769.9";"";"88";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"-2.2";"3.3";"";"";"100-200";"";"";"11.0";"-3.9";"";"";"";"";"";"";
"01.01.2019 18:00";"-2.2";"735.3";"771.0";"";"85";"Wind blowing from the north-northeast";"4";"";"";"100%.";" ";"";"";"-2.2";"-1.1";"";"";"200-300";"";"";"12.0";"-4.4";"";"";"";"";"";"";
"01.01.2019 12:00";"-2.2";"735.3";"770.9";"";"92";"Wind blowing from the north";"4";"";"";"100%.";"Mist. ";"";"";"-2.2";"3.3";"";"";"50-100";"";"";"4.0";"-3.3";"";"";"";"";"";"";
"01.01.2019 06:00";"-1.1";"732.9";"768.3";"";"92";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Mist. ";"";"";"-1.1";"7.8";"";"";"50-100";"";"";"4.0";"-2.2";"";"";"";"";"";"";
"01.01.2019 00:00";"3.3";"729.7";"764.8";"";"89";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Mist. ";"";"";"3.3";"7.2";"";"";"200-300";"";"";"9.0";"1.7";"Trace of precipitation";"6";"";"";"";"";
"31.12.2018 18:00";"6.7";"724.8";"759.6";"";"79";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"5.0";"7.8";"";"";"600-1000";"";"";"16.0";"3.3";"Trace of precipitation";"6";"";"";"";"";
"31.12.2018 12:00";"5.6";"720.1";"754.7";"";"85";"Wind blowing from the west-southwest";"10";"16";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.8";"7.2";"";"";"300-600";"";"";"4.8";"3.3";"17.0";"6";"";"";"";"";
"31.12.2018 06:00";"5.6";"718.2";"752.5";"";"92";"Wind blowing from the east-southeast";"4";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"5.0";"6.7";"";"";"300-600";"";"";"9.0";"4.4";"12.0";"6";"";"";"";"";
"31.12.2018 00:00";"5.6";"722.6";"757.3";"";"79";"Wind blowing from the south-southeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"6.1";"";"";"300-600";"";"";"14.0";"2.2";"0.3";"6";"";"";"";"";
"30.12.2018 18:00";"6.1";"725.1";"760.3";"";"58";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"-6.0";"6.7";"";"";"1500-2000";"";"";"16.0";"-1.7";"Trace of precipitation";"6";"";"";"";"";
"30.12.2018 12:00";"2.8";"728.7";"764.0";"";"67";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"-6.1";"2.8";"";"";"";"";"";"14.0";"-2.8";"";"";"";"";"";"";
"30.12.2018 06:00";"-6.1";"730.4";"766.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-6.1";"-1.1";"";"";"";"";"";"12.0";"-8.3";"";"";"";"";"";"";
"30.12.2018 00:00";"-2.8";"732.4";"767.9";"";"81";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"-4.4";"-1.1";"";"";"";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"29.12.2018 18:00";"-1.7";"733.9";"769.7";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"-4.4";"-1.1";"";"";"2000-2500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"29.12.2018 12:00";"-2.2";"735.3";"771.1";"";"69";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"-4.4";"-1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"29.12.2018 06:00";"-4.4";"735.3";"771.3";"";"75";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"-4.4";"0.6";"";"";"300-600";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"29.12.2018 00:00";"-2.8";"734.6";"770.3";"";"69";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"-2.8";"";"";"";"600-1000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"28.12.2018 18:00";"-2.2";"732.4";"768.1";"";"69";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"-2.2";"-0.6";"";"";"600-1000";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"28.12.2018 12:00";"-1.7";"729.4";"764.9";"";"69";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"-1.7";"0.6";"";"";"300-600";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"28.12.2018 06:00";"-1.7";"726.5";"761.4";"";"69";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"-2.2";"16.1";"";"";"600-1000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"28.12.2018 00:00";"0.6";"724.6";"759.0";"";"70";"Wind blowing from the west-southwest";"6";"12";"";"100%.";" ";"";"";"0.6";"11.1";"";"";"300-600";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"27.12.2018 18:00";"10.6";"719.4";"753.6";"";"69";"Wind blowing from the west";"12";"15";"";"100%.";" ";"";"";"10.0";"16.1";"";"";"600-1000";"";"";"16.0";"5.0";"";"";"";"";"";"";
"27.12.2018 12:00";"13.9";"716.5";"750.2";"";"72";"Wind blowing from the south";"10";"13";"";"100%.";" ";"";"";"8.3";"14.4";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"27.12.2018 06:00";"11.1";"719.4";"753.5";"";"89";"Wind blowing from the south-southeast";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.9";"11.1";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"27.12.2018 00:00";"10.6";"722.4";"756.5";"";"89";"Wind blowing from the south-east";"8";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"6.7";"11.1";"";"";"300-600";"";"";"8.0";"8.9";"";"";"";"";"";"";
"26.12.2018 18:00";"8.9";"726.1";"760.6";"";"89";"Wind blowing from the south-east";"9";"14";"";"100%.";" ";"";"";"6.7";"11.1";"";"";"100-200";"";"";"16.0";"7.2";"Trace of precipitation";"6";"";"";"";"";
"26.12.2018 12:00";"10.0";"729.4";"764.2";"";"89";"Wind blowing from the south-southeast";"7";"12";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.8";"11.1";"";"";"200-300";"";"";"4.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"26.12.2018 06:00";"7.8";"731.7";"766.5";"";"79";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"6.7";"";"";"";"1500-2000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"26.12.2018 00:00";"8.3";"732.7";"767.3";"";"69";"Wind blowing from the south-east";"7";"";"";"no clouds";" ";"";"";"2.8";"9.4";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"25.12.2018 18:00";"7.8";"731.9";"766.9";"";"71";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"2.8";"13.3";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"25.12.2018 12:00";"11.7";"731.4";"766.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.7";"11.7";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"25.12.2018 06:00";"2.8";"730.2";"765.1";"";"70";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"2.8";"10.0";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"25.12.2018 00:00";"6.1";"729.2";"764.1";"";"56";"Wind blowing from the south-southeast";"6";"";"";"100%.";" ";"";"";"";"8.3";"";"";"1000-1500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"24.12.2018 18:00";"8.3";"729.4";"764.6";"";"44";"Wind blowing from the south-southeast";"6";"";"";"20–30%.";" ";"";"";"-3.2";"10.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"24.12.2018 12:00";"9.4";"732.7";"767.8";"";"43";"Wind blowing from the south-southwest";"6";"";"";"no clouds";" ";"";"";"-3.3";"9.4";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"24.12.2018 06:00";"-2.8";"733.9";"769.5";"";"78";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"-3.3";"";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"24.12.2018 00:00";"-0.6";"734.6";"769.9";"";"67";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"-2.2";"2.8";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"23.12.2018 18:00";"1.1";"734.6";"770.2";"";"61";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"0.0";"8.9";"";"";"";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"23.12.2018 12:00";"7.8";"734.1";"769.2";"";"44";"Wind blowing from the north-northwest";"6";"10";"";"no clouds";" ";"";"";"1.1";"7.8";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"23.12.2018 06:00";"1.1";"732.7";"767.8";"";"85";"Wind blowing from the north-northwest";"5";"";"";"100%.";" ";"";"";"0.0";"16.1";"";"";"2500 or more, or no clouds.";"";"";"14.0";"-1.1";"";"";"";"";"";"";
"23.12.2018 00:00";"2.2";"729.2";"764.1";"";"73";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"-0.5";"8.9";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"22.12.2018 18:00";"8.3";"726.5";"761.2";"";"48";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"-0.5";"16.1";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"22.12.2018 12:00";"12.8";"724.8";"759.4";"";"37";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"1.1";"12.8";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"22.12.2018 06:00";"1.7";"724.6";"759.4";"";"72";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"-1.7";"";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"22.12.2018 00:00";"0.6";"724.0";"758.8";"";"75";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"-1.7";"2.8";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"21.12.2018 18:00";"2.2";"723.8";"758.7";"";"67";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"0.6";"7.8";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"21.12.2018 12:00";"3.9";"723.8";"758.5";"";"65";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"0.0";"3.9";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"21.12.2018 06:00";"0.6";"722.6";"757.5";"";"82";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"0.6";"8.3";"";"";"300-600";"";"";"12.0";"-2.2";"";"";"";"";"";"";
"21.12.2018 00:00";"2.8";"722.6";"757.3";"";"76";"Wind blowing from the north-northwest";"9";"14";"";"100%.";" ";"";"";"1.7";"";"";"";"300-600";"";"";"16.0";"-1.1";"Trace of precipitation";"6";"";"";"";"";
"20.12.2018 18:00";"3.3";"722.6";"757.3";"0.5";"83";"Wind blowing from the north-northwest";"11";"14";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.3";"6.1";"";"";"300-600";"";"";"12.0";"0.6";"Trace of precipitation";"6";"";"";"";"";
"20.12.2018 15:00";"4.4";"722.1";"756.6";"";"77";"Wind blowing from the north-northwest";"9";"25";"";"100%.";" ";"";"";"3.3";"8.3";"";"";"300-600";"";"";"16.0";"0.6";"";"";"";"";"";"";
"20.12.2018 12:00";"4.4";"722.1";"756.6";"";"77";"Wind blowing from the north-northwest";"9";"13";"";"100%.";" ";"";"";"3.3";"8.3";"";"";"300-600";"";"";"16.0";"0.6";"";"";"";"";"";"";
"20.12.2018 06:00";"6.1";"720.9";"755.2";"";"86";"Wind blowing from the north-west";"6";"";"";"100%.";" ";"";"";"6.1";"12.2";"";"";"600-1000";"";"";"16.0";"3.9";"Trace of precipitation";"6";"";"";"";"";
"20.12.2018 00:00";"8.3";"720.7";"754.9";"";"90";"Wind blowing from the west";"3";"";"";"100%.";"Mist. ";"";"";"4.4";"10.6";"";"";"200-300";"";"";"6.0";"6.7";"3.0";"6";"";"";"";"";
"19.12.2018 18:00";"10.6";"720.7";"754.9";"";"74";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"4.4";"12.2";"";"";"600-1000";"";"";"16.0";"6.1";"Trace of precipitation";"6";"";"";"";"";
"19.12.2018 12:00";"10.0";"722.8";"757.3";"";"68";"Wind blowing from the south";"6";"";"";"no clouds";" ";"";"";"3.9";"10.0";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"19.12.2018 06:00";"4.4";"724.6";"759.1";"";"89";"Wind blowing from the south-southeast";"3";"";"";"no clouds";"Mist. ";"";"";"4.4";"";"";"";"";"";"";"8.0";"2.8";"";"";"";"";"";"";
"19.12.2018 00:00";"6.7";"726.5";"760.9";"";"71";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"2.2";"9.4";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"18.12.2018 18:00";"7.2";"727.5";"762.3";"";"66";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"2.2";"14.4";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"18.12.2018 12:00";"12.2";"729.4";"764.2";"";"40";"Wind blowing from the south-southeast";"7";"";"";"no clouds";" ";"";"";"2.2";"12.2";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"18.12.2018 06:00";"2.8";"730.9";"765.9";"";"70";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"1.7";"14.4";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"18.12.2018 00:00";"4.4";"731.7";"766.6";"";"63";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"-3.2";"8.3";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"17.12.2018 18:00";"8.3";"732.1";"767.3";"";"56";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"-3.2";"14.4";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"17.12.2018 12:00";"10.6";"733.9";"769.1";"";"50";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"-2.8";"10.6";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"17.12.2018 06:00";"-1.7";"734.1";"769.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-3.3";"16.1";"";"";"";"";"";"14.0";"-5.6";"";"";"";"";"";"";
"17.12.2018 00:00";"0.0";"733.6";"768.6";"";"69";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"-2.2";"7.8";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"16.12.2018 18:00";"5.6";"733.3";"768.7";"";"58";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"-2.1";"16.1";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"16.12.2018 12:00";"12.8";"732.9";"768.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-1.1";"12.8";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"16.12.2018 06:00";"-1.1";"732.4";"767.7";"";"85";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"-2.2";"11.7";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"16.12.2018 00:00";"0.0";"732.1";"767.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-1.1";"7.8";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"15.12.2018 18:00";"7.2";"730.4";"765.7";"";"68";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"0.6";"11.7";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"15.12.2018 12:00";"8.9";"729.7";"764.5";"";"61";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"0.0";"8.9";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"15.12.2018 06:00";"0.6";"728.7";"763.7";"";"89";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"0.6";"7.2";"";"";"300-600";"";"";"11.0";"-1.1";"Trace of precipitation";"6";"";"";"";"";
