# Weather station Newark (airport), USA, WMO_ID=72502,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72502&lang=en
#
"Local time in Newark (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.01.2019 01:00";"7.8";"755.0";"755.6";"";"100";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"8.3";"";"";"100-200";"";"";"4.8";"7.8";"26.0";"6";"";"";"";"";
"31.12.2018 19:00";"6.7";"764.4";"765.1";"";"96";"Wind blowing from the east-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"0.0";"7.2";"";"";"200-300";"";"";"4.8";"6.1";"8.0";"6";"";"";"";"";
"31.12.2018 13:00";"7.2";"768.7";"769.2";"";"71";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"0.0";"7.2";"";"";"600-1000";"";"";"16.0";"2.2";"";"";"";"";"";"";
"31.12.2018 07:00";"0.6";"770.2";"770.8";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"0.0";"5.0";"";"";"600-1000";"";"";"12.0";"-1.7";"";"";"";"";"";"";
"31.12.2018 01:00";"1.1";"769.0";"769.4";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"0.6";"3.9";"";"";"600-1000";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"30.12.2018 19:00";"3.9";"767.9";"768.6";"";"76";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"1.1";"3.9";"";"";"600-1000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"30.12.2018 13:00";"3.3";"765.9";"766.5";"";"68";"";"2";"";"";"70 – 80%.";" ";"";"";"1.1";"3.9";"";"";"600-1000";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"30.12.2018 07:00";"2.2";"766.9";"767.5";"";"64";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"1.1";"13.3";"";"";"1000-1500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"30.12.2018 01:00";"3.9";"765.7";"766.3";"";"57";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"3.3";"12.8";"";"";"1000-1500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"29.12.2018 19:00";"6.7";"765.1";"765.8";"";"51";"Wind blowing from the west";"5";"8";"";"20–30%.";" ";"";"";"6.7";"11.1";"";"";"1000-1500";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"29.12.2018 13:00";"10.6";"761.3";"762.1";"";"48";"Wind blowing from the west-northwest";"9";"";"";"50%.";" ";"";"";"10.0";"12.8";"";"";"1000-1500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"29.12.2018 07:00";"10.6";"759.3";"759.9";"";"74";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"8.3";"15.0";"";"";"1500-2000";"";"";"16.0";"6.1";"";"";"";"";"";"";
"29.12.2018 01:00";"12.8";"757.3";"757.9";"";"96";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"15.0";"";"";"200-300";"";"";"14.0";"12.2";"";"";"";"";"";"";
"28.12.2018 19:00";"15.0";"757.5";"758.2";"";"96";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"6.7";"15.0";"";"";"100-200";"";"";"12.0";"14.4";"9.0";"6";"";"";"";"";
"28.12.2018 13:00";"12.8";"759.6";"760.2";"";"100";"Wind blowing from the south";"4";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"4.4";"12.8";"";"";"200-300";"";"";"9.0";"12.8";"17.0";"6";"";"";"";"";
"28.12.2018 07:00";"7.8";"767.4";"768.1";"";"96";"Wind blowing from the east";"2";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"4.4";"7.8";"";"";"100-200";"";"";"6.0";"7.2";"5.0";"6";"";"";"";"";
"28.12.2018 01:00";"6.7";"772.0";"772.7";"";"79";"Wind blowing from the south-east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.2";"6.7";"";"";"300-600";"";"";"16.0";"3.3";"Trace of precipitation";"6";"";"";"";"";
"27.12.2018 19:00";"4.4";"775.8";"776.2";"";"73";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"2.2";"7.2";"";"";"1000-1500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"27.12.2018 13:00";"6.7";"776.3";"776.8";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"1.1";"6.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"27.12.2018 07:00";"2.8";"776.3";"776.8";"";"65";"Wind blowing from the north";"4";"";"";"20–30%.";" ";"";"";"0.6";"";"";"";"1500-2000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"27.12.2018 01:00";"3.9";"773.8";"774.4";"";"67";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"-0.5";"4.4";"";"";"1500-2000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"26.12.2018 19:00";"3.9";"773.2";"773.7";"";"57";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"-0.5";"6.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"26.12.2018 13:00";"6.7";"772.3";"772.9";"";"43";"Wind blowing from the west-northwest";"4";"";"";"50%.";" ";"";"";"-0.6";"6.7";"";"";"1000-1500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"26.12.2018 07:00";"0.0";"772.8";"773.3";"";"66";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"-0.6";"5.6";"";"";"1500-2000";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"26.12.2018 01:00";"0.0";"771.0";"771.6";"";"64";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"-1.6";"3.3";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"25.12.2018 19:00";"2.8";"769.7";"770.4";"";"50";"Wind blowing from the north-west";"7";"";"";"70 – 80%.";" ";"";"";"-1.6";"5.6";"";"";"1000-1500";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"25.12.2018 13:00";"5.0";"767.7";"768.3";"";"43";"Wind blowing from the north-west";"5";"";"";"70 – 80%.";" ";"";"";"-1.1";"5.6";"";"";"1500-2000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"25.12.2018 07:00";"-0.6";"767.7";"768.4";"";"69";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"-1.7";"6.7";"";"";"1500-2000";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"25.12.2018 01:00";"1.1";"765.1";"765.8";"";"61";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"1.1";"3.9";"";"";"";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"24.12.2018 19:00";"3.9";"763.6";"764.2";"";"55";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"2.2";"6.7";"";"";"1500-2000";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"24.12.2018 13:00";"6.1";"762.1";"762.7";"";"56";"Wind blowing from the west";"5";"8";"";"70 – 80%.";" ";"";"";"2.8";"6.7";"";"";"600-1000";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"24.12.2018 07:00";"2.8";"762.6";"763.2";"";"93";"Wind blowing from the south-west";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.2";"7.2";"";"";"200-300";"";"";"9.0";"1.7";"2.0";"6";"";"";"";"";
"24.12.2018 01:00";"2.8";"763.1";"763.7";"";"86";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, moderate at time of observation. ";"";"";"2.2";"5.6";"";"";"300-600";"";"";"11.0";"0.6";"0.5";"6";"";"";"";"";
"23.12.2018 19:00";"5.6";"763.6";"764.2";"";"53";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"2.2";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"23.12.2018 13:00";"6.7";"764.1";"764.6";"";"45";"";"3";"";"";"50%.";" ";"";"";"2.2";"6.7";"";"";"1000-1500";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"23.12.2018 07:00";"2.2";"764.4";"764.8";"";"59";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"2.2";"11.7";"";"";"1000-1500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"23.12.2018 01:00";"3.9";"761.6";"762.1";"";"50";"Wind blowing from the west-northwest";"8";"12";"";"70 – 80%.";" ";"";"";"3.9";"11.7";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"22.12.2018 19:00";"6.7";"757.8";"758.5";"";"53";"Wind blowing from the west-northwest";"9";"12";"";"100%.";" ";"";"";"6.1";"8.3";"";"";"1000-1500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"22.12.2018 13:00";"6.7";"750.9";"751.5";"";"58";"Wind blowing from the west-northwest";"9";"15";"";"70 – 80%.";" ";"";"";"6.1";"11.7";"";"";"1000-1500";"";"";"16.0";"-1.1";"Trace of precipitation";"6";"";"";"";"";
"22.12.2018 07:00";"8.3";"744.1";"744.6";"";"80";"Wind blowing from the west-northwest";"8";"14";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.3";"16.1";"";"";"600-1000";"";"";"9.0";"5.0";"0.8";"6";"";"";"";"";
"22.12.2018 01:00";"10.0";"741.0";"741.5";"";"93";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"10.0";"15.0";"";"";"200-300";"";"";"12.0";"8.9";"Trace of precipitation";"6";"";"";"";"";
"21.12.2018 19:00";"12.8";"743.1";"743.6";"";"100";"Wind blowing from the south-southeast";"5";"";"";"100%.";"Mist. ";"";"";"12.2";"16.1";"";"";"100-200";"";"";"9.0";"12.8";"0.3";"6";"";"";"";"";
"21.12.2018 13:00";"14.4";"744.6";"745.2";"";"97";"Wind blowing from the east";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"16.1";"";"";"100-200";"";"";"1.6";"13.9";"9.0";"6";"";"";"";"";
"21.12.2018 07:00";"15.0";"748.1";"748.6";"";"100";"Wind blowing from the south-southeast";"6";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.6";"15.0";"";"";"200-300";"";"";"6.0";"15.0";"24.0";"6";"";"";"";"";
"21.12.2018 01:00";"12.8";"754.2";"754.8";"";"96";"Wind blowing from the south-east";"8";"13";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"-1.0";"12.8";"";"";"200-300";"";"";"9.0";"12.2";"5.0";"6";"";"";"";"";
"20.12.2018 19:00";"5.6";"760.8";"761.3";"-2.1";"100";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"-1.0";"7.8";"";"";"100-200";"";"";"4.0";"5.6";"6.0";"6";"";"";"";"";
"20.12.2018 16:00";"7.2";"762.9";"763.5";"";"61";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"-0.6";"7.2";"";"";"1500-2000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"20.12.2018 13:00";"7.2";"762.9";"763.5";"";"61";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"-0.6";"7.2";"";"";"1500-2000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"20.12.2018 07:00";"0.0";"764.6";"765.2";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-1.1";"6.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"20.12.2018 01:00";"0.0";"764.4";"764.8";"";"73";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"-3.8";"3.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"19.12.2018 19:00";"3.9";"764.1";"764.7";"";"55";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"-3.8";"6.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"19.12.2018 13:00";"5.0";"764.4";"765.0";"";"39";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"-3.9";"5.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"19.12.2018 07:00";"-3.3";"766.2";"766.6";"";"66";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"-3.9";"4.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"19.12.2018 01:00";"-3.3";"765.1";"765.7";"";"60";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"-3.3";"4.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"18.12.2018 19:00";"0.0";"765.1";"765.7";"";"45";"Wind blowing from the north-west";"7";"13";"";"20–30%.";" ";"";"";"0.0";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"18.12.2018 13:00";"2.2";"762.6";"763.3";"";"39";"Wind blowing from the north-west";"9";"11";"";"20–30%.";" ";"";"";"0.0";"4.4";"";"";"1500-2000";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"18.12.2018 07:00";"0.0";"760.3";"760.9";"";"50";"Wind blowing from the north-west";"10";"15";"";"50%.";" ";"";"";"0.0";"9.4";"";"";"1000-1500";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"18.12.2018 01:00";"4.4";"756.3";"756.7";"";"51";"Wind blowing from the west-northwest";"7";"12";"";"70 – 80%.";" ";"";"";"3.3";"5.6";"";"";"1000-1500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"17.12.2018 19:00";"5.6";"756.0";"756.4";"";"51";"Wind blowing from the north-west";"10";"12";"";"70 – 80%.";" ";"";"";"3.3";"9.4";"";"";"1000-1500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"17.12.2018 13:00";"7.2";"753.7";"754.3";"";"58";"Wind blowing from the west-northwest";"10";"14";"";"100%.";" ";"";"";"3.3";"9.4";"";"";"1000-1500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"17.12.2018 07:00";"3.9";"755.5";"756.2";"";"82";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"2.2";"8.3";"";"";"300-600";"";"";"16.0";"1.1";"Trace of precipitation";"6";"";"";"";"";
"17.12.2018 01:00";"3.9";"755.5";"756.0";"";"86";"Wind blowing from the north-northwest";"7";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"16.0";"1.7";"5.0";"6";"";"";"";"";
"16.12.2018 19:00";"3.9";"756.5";"757.2";"";"93";"Wind blowing from the north";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.9";"5.0";"";"";"200-300";"";"";"11.0";"2.8";"12.0";"6";"";"";"";"";
"16.12.2018 13:00";"4.4";"758.3";"758.8";"";"97";"Wind blowing from the north-northeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.9";"7.8";"";"";"200-300";"";"";"4.8";"3.9";"5.0";"6";"";"";"";"";
"16.12.2018 07:00";"4.4";"762.4";"762.8";"";"89";"Wind blowing from the north-east";"6";"10";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"3.9";"10.6";"";"";"200-300";"";"";"4.8";"2.8";"15.0";"6";"";"";"";"";
"16.12.2018 01:00";"7.8";"763.1";"763.7";"";"71";"Wind blowing from the north-east";"9";"13";"";"100%.";" ";"";"";"7.8";"10.0";"";"";"600-1000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"15.12.2018 19:00";"9.4";"764.1";"764.8";"";"74";"Wind blowing from the north-northeast";"6";"";"";"100%.";" ";"";"";"8.3";"10.6";"";"";"1000-1500";"";"";"16.0";"5.0";"";"";"";"";"";"";
"15.12.2018 13:00";"10.0";"763.9";"764.5";"";"93";"Wind blowing from the north-northeast";"5";"";"";"100%.";" ";"";"";"8.3";"10.0";"";"";"100-200";"";"";"12.0";"8.9";"";"";"";"";"";"";
"15.12.2018 07:00";"8.3";"765.7";"766.2";"";"100";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"8.3";"10.0";"";"";"100-200";"";"";"11.0";"8.3";"3.0";"6";"";"";"";"";
"15.12.2018 01:00";"8.9";"766.9";"767.5";"";"96";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"9.4";"";"";"100-200";"";"";"6.0";"8.3";"4.0";"6";"";"";"";"";
"14.12.2018 19:00";"9.4";"769.7";"770.3";"";"90";"";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.8";"10.0";"";"";"200-300";"";"";"16.0";"7.8";"0.3";"6";"";"";"";"";
"14.12.2018 13:00";"10.0";"771.0";"771.5";"";"77";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"1.7";"10.0";"";"";"300-600";"";"";"16.0";"6.1";"";"";"";"";"";"";
"14.12.2018 07:00";"4.4";"773.2";"773.8";"";"89";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"2.2";"4.4";"";"";"300-600";"";"";"16.0";"2.8";"";"";"";"";"";"";
"14.12.2018 01:00";"2.8";"773.2";"773.8";"";"93";"Wind blowing from the north-northeast";"5";"";"";"100%.";" ";"";"";"";"3.3";"";"";"300-600";"";"";"14.0";"1.7";"Trace of precipitation";"6";"";"";"";"";
"13.12.2018 19:00";"2.8";"773.0";"773.5";"";"89";"Wind blowing from the north";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"0.0";"3.3";"";"";"200-300";"";"";"14.0";"1.1";"Trace of precipitation";"6";"";"";"";"";
"13.12.2018 13:00";"2.2";"771.5";"772.0";"";"89";"Wind blowing from the north-northeast";"5";"";"";"100%.";" ";"";"";"1.1";"2.8";"";"";"200-300";"";"";"16.0";"0.6";"Trace of precipitation";"6";"";"";"";"";
"13.12.2018 07:00";"1.7";"770.5";"771.1";"";"59";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"0.0";"5.0";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"13.12.2018 01:00";"0.6";"768.7";"769.3";"";"75";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"-0.5";"3.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"12.12.2018 19:00";"3.3";"766.9";"767.5";"";"52";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"-0.5";"5.0";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"12.12.2018 13:00";"3.9";"764.6";"765.4";"";"57";"Wind blowing from the west";"5";"8";"";"100%.";" ";"";"";"-0.6";"5.0";"";"";"1000-1500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"12.12.2018 07:00";"0.0";"763.3";"763.9";"";"66";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"-0.6";"5.6";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"12.12.2018 01:00";"0.6";"760.8";"761.4";"";"61";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"-4.9";"2.2";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"11.12.2018 19:00";"2.2";"760.6";"761.2";"";"55";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"-4.9";"5.6";"";"";"1000-1500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"11.12.2018 13:00";"4.4";"762.4";"763.0";"";"49";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"-4.4";"5.0";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"11.12.2018 07:00";"-3.9";"765.9";"766.4";"";"75";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"-5.0";"5.0";"";"";"600-1000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"11.12.2018 01:00";"-2.2";"766.2";"766.6";"";"66";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"-5.0";"1.1";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"10.12.2018 19:00";"1.1";"765.1";"765.8";"";"54";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"-4.9";"5.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"10.12.2018 13:00";"4.4";"764.1";"764.8";"";"43";"Wind blowing from the north-northwest";"4";"";"";"20–30%.";" ";"";"";"-4.4";"4.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"10.12.2018 07:00";"-3.9";"764.4";"765.0";"";"69";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"-5.0";"2.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"10.12.2018 01:00";"-2.2";"764.4";"764.9";"";"60";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"-3.3";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"09.12.2018 19:00";"0.6";"767.4";"768.1";"";"54";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"-3.2";"2.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"09.12.2018 13:00";"1.7";"770.7";"771.4";"";"52";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"-3.9";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"09.12.2018 07:00";"-3.3";"773.8";"774.2";"";"66";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"-3.3";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"09.12.2018 01:00";"-2.2";"775.0";"775.7";"";"56";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"-5.0";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"08.12.2018 19:00";"0.0";"774.5";"775.0";"";"52";"Wind blowing from the north-northwest";"3";"";"";"50%.";" ";"";"";"-4.9";"2.8";"";"";"1500-2000";"";"";"16.0";"-8.9";"Trace of precipitation";"6";"";"";"";"";
"08.12.2018 13:00";"1.7";"772.8";"773.2";"";"46";"Wind blowing from the west-southwest";"7";"";"";"50%.";" ";"";"";"-5.0";"2.8";"";"";"1000-1500";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"08.12.2018 07:00";"-5.0";"773.8";"774.3";"";"68";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"-5.0";"4.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"08.12.2018 01:00";"-3.9";"773.0";"773.5";"";"58";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"-3.9";"2.8";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"07.12.2018 19:00";"0.0";"772.3";"772.9";"";"43";"Wind blowing from the north-northwest";"6";"";"";"20–30%.";" ";"";"";"-0.5";"4.4";"";"";"1500-2000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"07.12.2018 13:00";"4.4";"769.7";"770.3";"";"32";"Wind blowing from the north-west";"7";"12";"";"20–30%.";" ";"";"";"0.6";"4.4";"";"";"1500-2000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"07.12.2018 07:00";"0.6";"768.7";"769.3";"";"61";"Wind blowing from the north-west";"5";"";"";"20–30%.";" ";"";"";"-0.6";"4.4";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"07.12.2018 01:00";"2.8";"765.4";"765.9";"";"57";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"";"3.3";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"06.12.2018 19:00";"2.8";"765.7";"766.3";"";"54";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"-4.3";"4.4";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"06.12.2018 13:00";"4.4";"765.1";"765.8";"";"47";"Wind blowing from the west";"8";"11";"";"70 – 80%.";" ";"";"";"-2.2";"4.4";"";"";"1000-1500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"06.12.2018 07:00";"-2.2";"766.6";"767.3";"";"72";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"-4.4";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"06.12.2018 01:00";"-1.1";"765.1";"765.7";"";"58";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"-4.4";"1.7";"";"";"1500-2000";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"05.12.2018 19:00";"1.7";"763.3";"763.9";"";"44";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";" ";"";"";"-4.3";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"05.12.2018 13:00";"1.7";"762.4";"762.8";"";"52";"Wind blowing from the north-northeast";"6";"";"";"100%.";" ";"";"";"-3.9";"2.2";"";"";"1500-2000";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"05.12.2018 07:00";"-3.9";"764.1";"764.7";"";"72";"Wind blowing from the north";"5";"";"";"20–30%.";" ";"";"";"-4.4";"7.2";"";"";"1000-1500";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"05.12.2018 01:00";"-3.9";"763.9";"764.4";"";"69";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"-3.9";"5.6";"";"";"";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"04.12.2018 19:00";"1.7";"762.6";"763.0";"";"44";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"1.7";"6.7";"";"";"";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"04.12.2018 13:00";"6.1";"759.8";"760.5";"";"37";"Wind blowing from the north-west";"7";"11";"";"20–30%.";" ";"";"";"2.2";"6.7";"";"";"1000-1500";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"04.12.2018 07:00";"2.2";"759.1";"759.7";"";"55";"Wind blowing from the north-northwest";"7";"10";"";"70 – 80%.";" ";"";"";"2.2";"12.8";"";"";"1000-1500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
